"ano","codmunres","municipio","cobertura_sinasc"
2016,"240860","Paraná",99.9
2016,"240870","Paraú",97
2016,"240880","Parazinho",93.4
2016,"240890","Parelhas",99.6
2016,"240895","Rio do Fogo",95.9
2016,"240910","Passa e Fica",97.8
2016,"240920","Passagem",97.7
2016,"240930","Patu",95
2016,"240933","Santa Maria",95.5
2016,"240940","Pau dos Ferros",96.3
2016,"240950","Pedra Grande",96.4
2016,"240960","Pedra Preta",99.8
2016,"240970","Pedro Avelino",90.6
2016,"240980","Pedro Velho",97.1
2016,"240990","Pendências",92.6
2016,"241000","Pilões",96.9
2016,"241010","Poço Branco",97.8
2016,"241020","Portalegre",98.9
2016,"241025","Porto do Mangue",98.7
2016,"241030","Serra Caiada",93.7
2016,"241040","Pureza",92.7
2016,"241050","Rafael Fernandes",97.9
2016,"241060","Rafael Godeiro",99.9
2016,"241070","Riacho da Cruz",93.4
2016,"241080","Riacho de Santana",95.9
2016,"241090","Riachuelo",98.9
2016,"241100","Rodolfo Fernandes",96.6
2016,"241105","Tibau",99.9
2016,"241110","Ruy Barbosa",83.6
2016,"241120","Santa Cruz",98.1
2016,"241140","Santana do Matos",97.1
2016,"241142","Santana do Seridó",99.9
2016,"241150","Santo Antônio",94.9
2016,"241160","São Bento do Norte",91.1
2016,"241170","São Bento do Trairí",93
2016,"241180","São Fernando",99.8
2016,"241190","São Francisco do Oeste",93.8
2016,"241200","São Gonçalo do Amarante",99.3
2016,"241210","São João do Sabugi",99.9
2016,"241220","São José de Mipibu",97.7
2016,"241230","São José do Campestre",97.2
2016,"241240","São José do Seridó",99.9
2016,"241250","São Miguel",97.9
2016,"241255","São Miguel do Gostoso",89.9
2016,"241260","São Paulo do Potengi",96.5
2016,"241270","São Pedro",85.3
2016,"241280","São Rafael",95.7
2016,"241290","São Tomé",96
2016,"241300","São Vicente",98.1
2016,"241310","Senador Elói de Souza",97.7
2016,"241320","Senador Georgino Avelino",96.8
2016,"241330","Serra de São Bento",95.8
2016,"241335","Serra do Mel",98.6
2016,"241340","Serra Negra do Norte",97.5
2016,"241350","Serrinha",96.4
2016,"241355","Serrinha dos Pintos",87.2
2016,"241360","Severiano Melo",96.5
2016,"241370","Sítio Novo",97.7
2016,"241380","Taboleiro Grande",99.9
2016,"241390","Taipu",98.2
2016,"241400","Tangará",97.1
2016,"241410","Tenente Ananias",98.3
2016,"241415","Tenente Laurentino Cruz",88.8
2016,"241420","Tibau do Sul",93.2
2016,"241430","Timbaúba dos Batistas",95.4
2016,"241440","Touros",86.9
2016,"241445","Triunfo Potiguar",99.9
2016,"241450","Umarizal",94.9
2016,"241460","Upanema",99.2
2016,"241470","Várzea",97
2016,"241475","Venha-Ver",95.5
2016,"241480","Vera Cruz",96.9
2016,"241490","Viçosa",99.9
2016,"241500","Vila Flor",96.3
2016,"250010","Água Branca",98.5
2016,"250020","Aguiar",98.4
2016,"250030","Alagoa Grande",100
2016,"250040","Alagoa Nova",98.8
2016,"250050","Alagoinha",100
2016,"250053","Alcantil",99
2016,"250057","Algodão de Jandaíra",100
2016,"250060","Alhandra",99.3
2016,"250070","São João do Rio do Peixe",98.4
2016,"250073","Amparo",96.6
2016,"250077","Aparecida",99
2016,"250080","Araçagi",99.5
2016,"250090","Arara",100
2016,"250100","Araruna",82.7
2016,"250110","Areia",98.6
2016,"250115","Areia de Baraúnas",93.1
2016,"250120","Areial",100
2016,"250130","Aroeiras",100
2016,"250135","Assunção",98.4
2016,"250140","Baía da Traição",100
2016,"250150","Bananeiras",100
2016,"250153","Baraúna",96.2
2016,"250157","Barra de Santana",100
2016,"250160","Barra de Santa Rosa",100
2016,"250170","Barra de São Miguel",100
2016,"250180","Bayeux",98.4
2016,"250190","Belém",99.1
2016,"250200","Belém do Brejo do Cruz",100
2016,"250205","Bernardino Batista",98.1
2016,"250210","Boa Ventura",100
2016,"250215","Boa Vista",100
2016,"250220","Bom Jesus",90.5
2016,"250230","Bom Sucesso",96
2016,"250240","Bonito de Santa Fé",95
2016,"250250","Boqueirão",97.7
2016,"250260","Igaracy",97.3
2016,"250270","Borborema",100
2016,"250280","Brejo do Cruz",98.3
2016,"250290","Brejo dos Santos",99
2016,"250300","Caaporã",97.7
2016,"250310","Cabaceiras",100
2016,"250320","Cabedelo",99.7
2016,"250330","Cachoeira dos Índios",100
2016,"250340","Cacimba de Areia",97.9
2016,"250350","Cacimba de Dentro",97.7
2016,"250355","Cacimbas",96.3
2016,"250360","Caiçara",97.9
2016,"250370","Cajazeiras",99.4
2016,"250375","Cajazeirinhas",100
2016,"250380","Caldas Brandão",100
2016,"250390","Camalaú",100
2016,"250400","Campina Grande",99.9
2016,"250403","Capim",99.1
2016,"250407","Caraúbas",100
2016,"250410","Carrapateira",100
2016,"250415","Casserengue",100
2016,"250420","Catingueira",98.5
2016,"250430","Catolé do Rocha",98.9
2016,"250435","Caturité",100
2016,"250440","Conceição",96
2016,"250450","Condado",97.2
2016,"250460","Conde",99.6
2016,"250470","Congo",96.9
2016,"250480","Coremas",100
2016,"250485","Coxixola",100
2016,"250490","Cruz do Espírito Santo",100
2016,"250500","Cubati",98
2016,"250510","Cuité",100
2016,"250520","Cuitegi",100
2016,"250523","Cuité de Mamanguape",100
2016,"250527","Curral de Cima",100
2016,"250530","Curral Velho",100
2016,"250535","Damião",100
2016,"250540","Desterro",96.4
2016,"250550","Vista Serrana",100
2016,"250560","Diamante",98.6
2016,"250570","Dona Inês",99.3
2016,"250580","Duas Estradas",100
2016,"250590","Emas",95.4
2016,"250600","Esperança",99.8
2016,"250610","Fagundes",99.4
2016,"250620","Frei Martinho",100
2016,"250625","Gado Bravo",100
2016,"250630","Guarabira",99
2016,"250640","Gurinhém",100
2016,"250650","Gurjão",100
2016,"250660","Ibiara",100
2016,"250670","Imaculada",100
2016,"250680","Ingá",100
2016,"250690","Itabaiana",99.7
2016,"250700","Itaporanga",99.7
2016,"250710","Itapororoca",99.6
2016,"250720","Itatuba",98.6
2016,"250730","Jacaraú",98.2
2016,"250740","Jericó",98.9
2016,"250750","João Pessoa",99.8
2016,"250760","Juarez Távora",100
2016,"250770","Juazeirinho",98.3
2016,"250780","Junco do Seridó",98
2016,"250790","Juripiranga",100
2016,"250800","Juru",95.8
2016,"250810","Lagoa",100
2016,"250820","Lagoa de Dentro",95.1
2016,"250830","Lagoa Seca",100
2016,"250840","Lastro",100
2016,"250850","Livramento",100
2016,"250855","Logradouro",100
2016,"250860","Lucena",98.1
2016,"250870","Mãe d'Água",96.1
2016,"250880","Malta",98.6
2016,"250890","Mamanguape",99.6
2016,"250900","Manaíra",98.7
2016,"250905","Marcação",98.8
2016,"250910","Mari",98.5
2016,"250915","Marizópolis",100
2016,"250920","Massaranduba",98.8
2016,"250930","Mataraca",97.6
2016,"250933","Matinhas",100
2016,"250937","Mato Grosso",100
2016,"250939","Maturéia",97
2016,"250940","Mogeiro",99.5
2016,"250950","Montadas",97.1
2016,"250960","Monte Horebe",98.3
2016,"250970","Monteiro",98.6
2016,"250980","Mulungu",100
2016,"250990","Natuba",98.8
2016,"251000","Nazarezinho",100
2016,"251010","Nova Floresta",100
2016,"251020","Nova Olinda",95.8
2016,"251030","Nova Palmeira",100
2016,"251040","Olho d'Água",98.6
2016,"251050","Olivedos",100
2016,"251060","Ouro Velho",100
2016,"251065","Parari",100
2016,"251070","Passagem",95.4
2016,"251080","Patos",98.8
2016,"251090","Paulista",97
2016,"251100","Pedra Branca",100
2016,"251110","Pedra Lavrada",100
2016,"251120","Pedras de Fogo",99.8
2016,"251130","Piancó",96
2016,"251140","Picuí",100
2016,"251150","Pilar",99.4
2016,"251160","Pilões",100
2016,"251170","Pilõezinhos",100
2016,"251180","Pirpirituba",100
2016,"251190","Pitimbu",97.8
2016,"251200","Pocinhos",100
2016,"251203","Poço Dantas",98.5
2016,"251207","Poço de José de Moura",97.7
2016,"251210","Pombal",98.5
2016,"251220","Prata",100
2016,"251230","Princesa Isabel",99.6
2016,"251240","Puxinanã",100
2016,"251250","Queimadas",99.8
2016,"251260","Quixaba",96.3
2016,"251270","Remígio",99.6
2016,"251272","Pedro Régis",100
2016,"251274","Riachão",97.8
2016,"251275","Riachão do Bacamarte",100
2016,"251276","Riachão do Poço",100
2016,"251278","Riacho de Santo Antônio",100
2016,"251280","Riacho dos Cavalos",100
2016,"251290","Rio Tinto",98.8
2016,"251300","Salgadinho",100
2016,"251310","Salgado de São Félix",99.2
2016,"251315","Santa Cecília",97.1
2016,"251320","Santa Cruz",98.7
2016,"251330","Santa Helena",95.7
2016,"251335","Santa Inês",85.7
2016,"251340","Santa Luzia",97.2
2016,"251350","Santana de Mangueira",100
2016,"251360","Santana dos Garrotes",96.4
2016,"251365","Joca Claudino",97.7
2016,"251370","Santa Rita",99.6
2016,"251380","Santa Teresinha",98.6
2016,"251385","Santo André",100
2016,"251390","São Bento",98.7
2016,"251392","São Bentinho",100
2016,"251394","São Domingos do Cariri",100
2016,"251396","São Domingos",100
2016,"251398","São Francisco",100
2016,"251400","São João do Cariri",95.1
2016,"251410","São João do Tigre",100
2016,"251420","São José da Lagoa Tapada",100
2016,"251430","São José de Caiana",96.6
2016,"251440","São José de Espinharas",96.1
2016,"251445","São José dos Ramos",100
2016,"251450","São José de Piranhas",100
2016,"251455","São José de Princesa",100
2016,"251460","São José do Bonfim",97.6
2016,"251465","São José do Brejo do Cruz",100
2016,"251470","São José do Sabugi",97.1
2016,"251480","São José dos Cordeiros",97.4
2016,"251490","São Mamede",96.3
2016,"251500","São Miguel de Taipu",100
2016,"251510","São Sebastião de Lagoa de Roça",100
2016,"251520","São Sebastião do Umbuzeiro",100
2016,"251530","Sapé",99.5
2016,"251540","São Vicente do Seridó",98.7
2016,"251550","Serra Branca",98.3
2016,"251560","Serra da Raiz",94.7
2016,"251570","Serra Grande",100
2016,"251580","Serra Redonda",100
2016,"251590","Serraria",100
2016,"251593","Sertãozinho",100
2016,"251597","Sobrado",100
2016,"251600","Solânea",99.7
2016,"251610","Soledade",100
2016,"251615","Sossêgo",100
2016,"251620","Sousa",99.3
2016,"251630","Sumé",92.9
2016,"251640","Tacima",96.7
2016,"251650","Taperoá",98
2016,"251660","Tavares",97.4
2016,"251670","Teixeira",97.7
2016,"251675","Tenório",97.6
2016,"251680","Triunfo",100
2016,"251690","Uiraúna",98.9
2016,"251700","Umbuzeiro",99.1
2016,"251710","Várzea",96.8
2016,"251720","Vieirópolis",100
2016,"251740","Zabelê",96.8
2016,"260005","Abreu e Lima",98.4
2016,"260010","Afogados da Ingazeira",99.2
2016,"260020","Afrânio",98.8
2016,"260030","Agrestina",98.8
2016,"260040","Água Preta",98.6
2016,"260050","Águas Belas",99
2016,"260060","Alagoinha",99.4
2016,"260070","Aliança",98.8
2016,"260080","Altinho",91.3
2016,"260090","Amaraji",96.8
2016,"260100","Angelim",95.6
2016,"260105","Araçoiaba",97.4
2016,"260110","Araripina",98.4
2016,"260120","Arcoverde",99.7
2016,"260130","Barra de Guabiraba",99.3
2016,"260140","Barreiros",94.8
2016,"260150","Belém de Maria",99.2
2016,"260160","Belém do São Francisco",97.2
2016,"260170","Belo Jardim",99.5
2016,"260180","Betânia",96.9
2016,"260190","Bezerros",99.3
2016,"260200","Bodocó",99.6
2016,"260210","Bom Conselho",98.9
2016,"260220","Bom Jardim",99.2
2016,"260230","Bonito",99.4
2016,"260240","Brejão",95.2
2016,"260250","Brejinho",94.3
2016,"260260","Brejo da Madre de Deus",99.1
2016,"260270","Buenos Aires",99.9
2016,"260280","Buíque",99.3
2016,"260290","Cabo de Santo Agostinho",98.6
2016,"260300","Cabrobó",97.1
2016,"260310","Cachoeirinha",98.4
2016,"260320","Caetés",98.4
2016,"260330","Calçado",99.9
2016,"260340","Calumbi",99.9
2016,"260345","Camaragibe",98.5
2016,"260350","Camocim de São Félix",99.1
2016,"260360","Camutanga",97.1
2016,"260370","Canhotinho",98.4
2016,"260380","Capoeiras",99.6
2016,"260390","Carnaíba",98.3
2016,"260392","Carnaubeira da Penha",96.4
2016,"260400","Carpina",99
2016,"260410","Caruaru",99.2
2016,"260415","Casinhas",99.3
2016,"260420","Catende",98.7
2016,"260430","Cedro",97.1
2016,"260440","Chã de Alegria",97.3
2016,"260450","Chã Grande",98.9
2016,"260460","Condado",97.7
2016,"260470","Correntes",95.7
2016,"260480","Cortês",95.3
2016,"260490","Cumaru",97.9
2016,"260500","Cupira",92.6
2016,"260510","Custódia",98.5
2016,"260515","Dormentes",99
2016,"260520","Escada",97.6
2016,"260530","Exu",99.8
2016,"260540","Feira Nova",98.9
2016,"260545","Fernando de Noronha",100
2016,"260550","Ferreiros",98.8
2016,"260560","Flores",98.2
2016,"260570","Floresta",98.1
2016,"260580","Frei Miguelinho",98.5
2016,"260590","Gameleira",94.8
2016,"260600","Garanhuns",98.8
2016,"260610","Glória do Goitá",99.1
2016,"260620","Goiana",98.3
2016,"260630","Granito",99.8
2016,"260640","Gravatá",99.5
2016,"260650","Iati",97.5
2016,"260660","Ibimirim",99.1
2016,"260670","Ibirajuba",96.4
2016,"260680","Igarassu",98
2016,"260690","Iguaracy",99.1
2016,"260700","Inajá",99.2
2016,"260710","Ingazeira",99.9
2016,"260720","Ipojuca",99.1
2016,"260730","Ipubi",99.3
2016,"260740","Itacuruba",98.6
2016,"260750","Itaíba",92.8
2016,"260760","Ilha de Itamaracá",99
2016,"260765","Itambé",99.1
2016,"260770","Itapetim",96.7
2016,"260775","Itapissuma",97.3
2016,"260780","Itaquitinga",97.7
2016,"260790","Jaboatão dos Guararapes",98.8
2016,"260795","Jaqueira",99.9
2016,"260800","Jataúba",97.6
2016,"260805","Jatobá",98.3
2016,"260810","João Alfredo",99.2
2016,"260820","Joaquim Nabuco",97.5
2016,"260825","Jucati",99.4
2016,"260830","Jupi",99.1
2016,"260840","Jurema",98.6
2016,"260845","Lagoa do Carro",99
2016,"260850","Lagoa de Itaenga",99
2016,"260860","Lagoa do Ouro",92.3
2016,"260870","Lagoa dos Gatos",98.9
2016,"260875","Lagoa Grande",95.9
2016,"260880","Lajedo",99
2016,"260890","Limoeiro",99.1
2016,"260900","Macaparana",97.7
2016,"260910","Machados",99.9
2016,"260915","Manari",98.3
2016,"260920","Maraial",98.5
2016,"260930","Mirandiba",94.5
2016,"260940","Moreno",99
2016,"260950","Nazaré da Mata",98.4
2016,"260960","Olinda",98.7
2016,"260970","Orobó",99.2
2016,"260980","Orocó",98.9
2016,"260990","Ouricuri",99.4
2016,"261000","Palmares",98
2016,"261010","Palmeirina",99.1
2016,"261020","Panelas",97.2
2016,"261030","Paranatama",98.5
2016,"261040","Parnamirim",99
2016,"261050","Passira",99.6
2016,"261060","Paudalho",98.4
2016,"261070","Paulista",98.3
2016,"261080","Pedra",93.6
2016,"261090","Pesqueira",99.4
2016,"261100","Petrolândia",97.7
2016,"261110","Petrolina",99.6
2016,"261120","Poção",98.4
2016,"261130","Pombos",99.9
2016,"261140","Primavera",96.6
2016,"261150","Quipapá",99
2016,"261153","Quixaba",99.9
2016,"261160","Recife",98.9
2016,"261170","Riacho das Almas",99
2016,"261180","Ribeirão",98.8
2016,"261190","Rio Formoso",97
2016,"261200","Sairé",99
2016,"261210","Salgadinho",99.9
2016,"261220","Salgueiro",95.6
2016,"261230","Saloá",97.9
2016,"261240","Sanharó",99.9
2016,"261245","Santa Cruz",99.8
2016,"261247","Santa Cruz da Baixa Verde",98.8
2016,"261250","Santa Cruz do Capibaribe",98.9
2016,"261255","Santa Filomena",99.3
2016,"261260","Santa Maria da Boa Vista",99.4
2016,"261270","Santa Maria do Cambucá",99.5
2016,"261280","Santa Terezinha",99.2
2016,"261290","São Benedito do Sul",98.8
2016,"261300","São Bento do Una",99.7
2016,"261310","São Caitano",99.7
2016,"261320","São João",99.3
2016,"261330","São Joaquim do Monte",99.3
2016,"261340","São José da Coroa Grande",98.6
2016,"261350","São José do Belmonte",99.3
2016,"261360","São José do Egito",98.4
2016,"261370","São Lourenço da Mata",99.2
2016,"261380","São Vicente Férrer",96.8
2016,"261390","Serra Talhada",99.1
2016,"261400","Serrita",95
2016,"261410","Sertânia",99.4
2016,"261420","Sirinhaém",96.9
2016,"261430","Moreilândia",99.9
2016,"261440","Solidão",98.6
2016,"261450","Surubim",98
2016,"261460","Tabira",98.1
2016,"261470","Tacaimbó",99.9
2016,"261480","Tacaratu",98.4
2016,"261485","Tamandaré",96.5
2016,"261500","Taquaritinga do Norte",99.6
2016,"261510","Terezinha",98.9
2016,"261520","Terra Nova",97.5
2016,"261530","Timbaúba",98.8
2016,"261540","Toritama",97.2
2016,"261550","Tracunhaém",98.9
2016,"261560","Trindade",99.8
2016,"261570","Triunfo",96.3
2016,"261580","Tupanatinga",99.5
2016,"261590","Tuparetama",98.3
2016,"261600","Venturosa",94.4
2016,"261610","Verdejante",94.8
2016,"261618","Vertente do Lério",94.6
2016,"261620","Vertentes",99.2
2016,"261630","Vicência",97.9
2016,"261640","Vitória de Santo Antão",99.8
2016,"261650","Xexéu",98.5
2016,"270010","Água Branca",99.2
2016,"270020","Anadia",97
2016,"270030","Arapiraca",98.6
2016,"270040","Atalaia",97.3
2016,"270050","Barra de Santo Antônio",95.2
2016,"270060","Barra de São Miguel",97.5
2016,"270070","Batalha",95.2
2016,"270080","Belém",99.9
2016,"270090","Belo Monte",97.5
2016,"270100","Boca da Mata",95.1
2016,"270110","Branquinha",97.2
2016,"270120","Cacimbinhas",94.6
2016,"270130","Cajueiro",97
2016,"270135","Campestre",96.5
2016,"270140","Campo Alegre",99.2
2016,"270150","Campo Grande",98.7
2016,"270160","Canapi",98.2
2016,"270170","Capela",92.1
2016,"270180","Carneiros",99.9
2016,"270190","Chã Preta",98.9
2016,"270200","Coité do Nóia",98.5
2016,"270210","Colônia Leopoldina",97.4
2016,"270220","Coqueiro Seco",95.6
2016,"270230","Coruripe",98.4
2016,"270235","Craíbas",98.4
2016,"270240","Delmiro Gouveia",99.2
2016,"270250","Dois Riachos",99.9
2016,"270255","Estrela de Alagoas",98.9
2016,"270260","Feira Grande",99.9
2016,"270270","Feliz Deserto",95.8
2016,"270280","Flexeiras",97.4
2016,"270290","Girau do Ponciano",97.6
2016,"270300","Ibateguara",96.7
2016,"270310","Igaci",99.6
2016,"270320","Igreja Nova",99
2016,"270330","Inhapi",97.7
2016,"270340","Jacaré dos Homens",98.8
2016,"270350","Jacuípe",98.7
2016,"270360","Japaratinga",98.4
2016,"270370","Jaramataia",95.2
2016,"270375","Jequiá da Praia",98.1
2016,"270380","Joaquim Gomes",96.7
2016,"270390","Jundiá",95.4
2016,"270400","Junqueiro",98.8
2016,"270410","Lagoa da Canoa",98.8
2016,"270420","Limoeiro de Anadia",98.2
2016,"270430","Maceió",95.5
2016,"270440","Major Isidoro",95.3
2016,"270450","Maragogi",97.1
2016,"270460","Maravilha",96.3
2016,"270470","Marechal Deodoro",95.8
2016,"270480","Maribondo",98.1
2016,"270490","Mar Vermelho",97.4
2016,"270500","Mata Grande",97.3
2016,"270510","Matriz de Camaragibe",97.3
2016,"270520","Messias",98.4
2016,"270530","Minador do Negrão",98.4
2016,"270540","Monteirópolis",98.9
2016,"270550","Murici",97.1
2016,"270560","Novo Lino",96.1
2016,"270570","Olho d'Água das Flores",99.3
2016,"270580","Olho d'Água do Casado",99.9
2016,"270590","Olho d'Água Grande",98.9
2016,"270600","Olivença",99.9
2016,"270610","Ouro Branco",99.9
2016,"270620","Palestina",98.7
2016,"270630","Palmeira dos Índios",98.4
2016,"270640","Pão de Açúcar",99.1
2016,"270642","Pariconha",98.1
2016,"270644","Paripueira",96.6
2016,"270650","Passo de Camaragibe",95.5
2016,"270660","Paulo Jacinto",96.8
2016,"270670","Penedo",99
2016,"270680","Piaçabuçu",97.3
2016,"270690","Pilar",95.3
2016,"270700","Pindoba",95.6
2016,"270710","Piranhas",96.5
2016,"270720","Poço das Trincheiras",99.4
2016,"270730","Porto Calvo",98.4
2016,"270740","Porto de Pedras",99
2016,"270750","Porto Real do Colégio",97.5
2016,"270760","Quebrangulo",96.8
2016,"270770","Rio Largo",86.8
2016,"270780","Roteiro",97.3
2016,"270790","Santa Luzia do Norte",99
2016,"270800","Santana do Ipanema",99.8
2016,"270810","Santana do Mundaú",91.6
2016,"270820","São Brás",96.8
2016,"270830","São José da Laje",95.4
2016,"270840","São José da Tapera",99.1
2016,"270850","São Luís do Quitunde",98.3
2016,"270860","São Miguel dos Campos",98.4
2016,"270870","São Miguel dos Milagres",93.9
2016,"270880","São Sebastião",97.9
2016,"270890","Satuba",95.5
2016,"270895","Senador Rui Palmeira",99.3
2016,"270900","Tanque d'Arca",99.9
2016,"270910","Taquarana",99.1
2016,"270915","Teotônio Vilela",98.9
2016,"270920","Traipu",94.6
2016,"270930","União dos Palmares",95.9
2016,"270940","Viçosa",91.9
2016,"280010","Amparo de São Francisco",100
2016,"280020","Aquidabã",99.2
2016,"280030","Aracaju",99.4
2016,"280040","Arauá",100
2016,"280050","Areia Branca",98.3
2016,"280060","Barra dos Coqueiros",97.3
2016,"280067","Boquim",99.3
2016,"280070","Brejo Grande",100
2016,"280100","Campo do Brito",98.6
2016,"280110","Canhoba",98.5
2016,"280120","Canindé de São Francisco",97.5
2016,"280130","Capela",98.6
2016,"280140","Carira",99.6
2016,"280150","Carmópolis",98.9
2016,"280160","Cedro de São João",96.8
2016,"280170","Cristinápolis",98.7
2016,"280190","Cumbe",100
2016,"280200","Divina Pastora",96.6
2016,"280210","Estância",99.4
2016,"280220","Feira Nova",100
2016,"280230","Frei Paulo",96.6
2016,"280240","Gararu",98.6
2016,"280250","General Maynard",100
2016,"280260","Gracho Cardoso",99.9
2016,"280270","Ilha das Flores",97.1
2016,"280280","Indiaroba",99.6
2016,"280290","Itabaiana",98.7
2016,"280300","Itabaianinha",98.4
2016,"280310","Itabi",100
2016,"280320","Itaporanga d'Ajuda",95.8
2016,"280330","Japaratuba",99.5
2016,"280340","Japoatã",99.5
2016,"280350","Lagarto",98.5
2016,"280360","Laranjeiras",97.7
2016,"280370","Macambira",100
2016,"280380","Malhada dos Bois",98.6
2016,"280390","Malhador",99.5
2016,"280400","Maruim",98.5
2016,"280410","Moita Bonita",100
2016,"280420","Monte Alegre de Sergipe",99.5
2016,"280430","Muribeca",100
2016,"280440","Neópolis",97.6
2016,"280445","Nossa Senhora Aparecida",96.3
2016,"280450","Nossa Senhora da Glória",99.4
2016,"280460","Nossa Senhora das Dores",95
2016,"280470","Nossa Senhora de Lourdes",95.9
2016,"280480","Nossa Senhora do Socorro",99.4
2016,"280490","Pacatuba",99.2
2016,"280500","Pedra Mole",100
2016,"280510","Pedrinhas",100
2016,"280520","Pinhão",100
2016,"280530","Pirambu",98.6
2016,"280540","Poço Redondo",99.5
2016,"280550","Poço Verde",98.9
2016,"280560","Porto da Folha",99.7
2016,"280570","Propriá",99.1
2016,"280580","Riachão do Dantas",99.9
2016,"280590","Riachuelo",96.3
2016,"280600","Ribeirópolis",99.4
2016,"280610","Rosário do Catete",99.4
2016,"280620","Salgado",95.9
2016,"280630","Santa Luzia do Itanhy",99.9
2016,"280640","Santana do São Francisco",99.1
2016,"280650","Santa Rosa de Lima",98.5
2016,"280660","Santo Amaro das Brotas",100
2016,"280670","São Cristóvão",99.4
2016,"280680","São Domingos",100
2016,"280690","São Francisco",97.4
2016,"280700","São Miguel do Aleixo",99.9
2016,"280710","Simão Dias",98
2016,"280720","Siriri",100
2016,"280730","Telha",97.2
2016,"280740","Tobias Barreto",98.7
2016,"280750","Tomar do Geru",98.3
2016,"280760","Umbaúba",98.6
2016,"290010","Abaíra",98.3
2016,"290020","Abaré",95.9
2016,"290030","Acajutiba",98.3
2016,"290035","Adustina",98.7
2016,"290040","Água Fria",98.4
2016,"290050","Érico Cardoso",98.3
2016,"290060","Aiquara",99.9
2016,"290070","Alagoinhas",99.5
2016,"290080","Alcobaça",98.7
2016,"290090","Almadina",97
2016,"290100","Amargosa",99.8
2016,"290110","Amélia Rodrigues",96.9
2016,"290115","América Dourada",98
2016,"290120","Anagé",97.8
2016,"290130","Andaraí",99.3
2016,"290135","Andorinha",94.6
2016,"290140","Angical",94
2016,"290150","Anguera",99.9
2016,"290160","Antas",99.2
2016,"290170","Antônio Cardoso",92.3
2016,"290180","Antônio Gonçalves",99.4
2016,"290190","Aporá",96.8
2016,"290195","Apuarema",96.7
2016,"290200","Aracatu",96.3
2016,"290205","Araçás",98.7
2016,"290210","Araci",99.2
2016,"290220","Aramari",99.9
2016,"290225","Arataca",99.9
2016,"290230","Aratuípe",95.5
2016,"290240","Aurelino Leal",96
2016,"290250","Baianópolis",93.3
2016,"290260","Baixa Grande",96.6
2016,"290265","Banzaê",97.9
2016,"290270","Barra",96.6
2016,"290280","Barra da Estiva",99.2
2016,"290290","Barra do Choça",99.3
2016,"290300","Barra do Mendes",96.6
2016,"290310","Barra do Rocha",91.5
2016,"290320","Barreiras",97
2016,"290323","Barro Alto",91.7
2016,"290327","Barrocas",94.7
2016,"290330","Barro Preto",98
2016,"290340","Belmonte",98.8
2016,"290350","Belo Campo",99
2016,"290360","Biritinga",92.4
2016,"290370","Boa Nova",97.9
2016,"290380","Boa Vista do Tupim",97.4
2016,"290390","Bom Jesus da Lapa",99
2016,"290395","Bom Jesus da Serra",99.9
2016,"290400","Boninal",90
2016,"290405","Bonito",99.1
2016,"290410","Boquira",98.1
2016,"290420","Botuporã",96.1
2016,"290430","Brejões",98.1
2016,"290440","Brejolândia",76.3
2016,"290450","Brotas de Macaúbas",97
2016,"290460","Brumado",99.6
2016,"290470","Buerarema",99.9
2016,"290475","Buritirama",99.2
2016,"290480","Caatiba",98.7
2016,"290485","Cabaceiras do Paraguaçu",99.2
2016,"290490","Cachoeira",97.7
2016,"290500","Caculé",98.8
2016,"290510","Caém",95.3
2016,"290515","Caetanos",99.9
2016,"290520","Caetité",98.2
2016,"290530","Cafarnaum",98.5
2016,"290540","Cairu",98.4
2016,"290550","Caldeirão Grande",97
2016,"290560","Camacan",99.1
2016,"290570","Camaçari",99
2016,"290580","Camamu",96.7
2016,"290590","Campo Alegre de Lourdes",94.1
2016,"290600","Campo Formoso",99.6
2016,"290610","Canápolis",92.9
2016,"290620","Canarana",99.1
2016,"290630","Canavieiras",97.8
2016,"290640","Candeal",99.9
2016,"290650","Candeias",98.8
2016,"290660","Candiba",97
2016,"290670","Cândido Sales",98.8
2016,"290680","Cansanção",98.3
2016,"290682","Canudos",96.8
2016,"290685","Capela do Alto Alegre",97.3
2016,"290687","Capim Grosso",99.8
2016,"290689","Caraíbas",94.3
2016,"290690","Caravelas",99.9
2016,"290700","Cardeal da Silva",99.9
2016,"290710","Carinhanha",95.4
2016,"290720","Casa Nova",99.3
2016,"290730","Castro Alves",91.1
2016,"290740","Catolândia",94.8
2016,"290750","Catu",98.8
2016,"290755","Caturama",99.9
2016,"290760","Central",94.4
2016,"290770","Chorrochó",93.4
2016,"290780","Cícero Dantas",98.8
2016,"290790","Cipó",94.3
2016,"290800","Coaraci",98.4
2016,"290810","Cocos",90.9
2016,"290820","Conceição da Feira",96.8
2016,"290830","Conceição do Almeida",98.4
2016,"290840","Conceição do Coité",99.2
2016,"290850","Conceição do Jacuípe",100
2016,"290860","Conde",97.8
2016,"290870","Condeúba",98.6
2016,"290880","Contendas do Sincorá",94.9
2016,"290890","Coração de Maria",93.8
2016,"290900","Cordeiros",97.6
2016,"290910","Coribe",93.3
2016,"290920","Coronel João Sá",96.9
2016,"290930","Correntina",96
2016,"290940","Cotegipe",94.8
2016,"290950","Cravolândia",100
2016,"290960","Crisópolis",97.1
2016,"290970","Cristópolis",95.8
2016,"290980","Cruz das Almas",100
2016,"290990","Curaçá",97.5
2016,"291000","Dário Meira",99.9
2016,"291005","Dias d'Ávila",99.5
