"ano","codmunres","municipio","cobertura_sinasc"
2018,"172049","São Valério",98.5
2018,"172065","Silvanópolis",98.8
2018,"172080","Sítio Novo do Tocantins",98.5
2018,"172085","Sucupira",100
2018,"172090","Taguatinga",98.2
2018,"172093","Taipas do Tocantins",99.9
2018,"172097","Talismã",99.9
2018,"172100","Palmas",99.9
2018,"172110","Tocantínia",96.6
2018,"172120","Tocantinópolis",97
2018,"172125","Tupirama",99.9
2018,"172130","Tupiratins",99.9
2018,"172208","Wanderlândia",97.8
2018,"172210","Xambioá",97.4
2018,"210005","Açailândia",99.5
2018,"210010","Afonso Cunha",85.3
2018,"210015","Água Doce do Maranhão",92.1
2018,"210020","Alcântara",98.1
2018,"210030","Aldeias Altas",98.1
2018,"210040","Altamira do Maranhão",97.1
2018,"210043","Alto Alegre do Maranhão",98.2
2018,"210047","Alto Alegre do Pindaré",99.3
2018,"210050","Alto Parnaíba",98.8
2018,"210055","Amapá do Maranhão",99.1
2018,"210060","Amarante do Maranhão",98.5
2018,"210070","Anajatuba",98.8
2018,"210080","Anapurus",91.6
2018,"210083","Apicum-Açu",99.2
2018,"210087","Araguanã",73.3
2018,"210090","Araioses",95.6
2018,"210095","Arame",99.1
2018,"210100","Arari",95.8
2018,"210110","Axixá",97.6
2018,"210120","Bacabal",99
2018,"210125","Bacabeira",94.8
2018,"210130","Bacuri",98
2018,"210135","Bacurituba",94
2018,"210140","Balsas",99.5
2018,"210150","Barão de Grajaú",97
2018,"210160","Barra do Corda",99.3
2018,"210170","Barreirinhas",99.2
2018,"210173","Belágua",99.5
2018,"210177","Bela Vista do Maranhão",99.5
2018,"210180","Benedito Leite",97.1
2018,"210190","Bequimão",99.9
2018,"210193","Bernardo do Mearim",96.8
2018,"210197","Boa Vista do Gurupi",98.4
2018,"210200","Bom Jardim",97.7
2018,"210203","Bom Jesus das Selvas",99.3
2018,"210207","Bom Lugar",99.4
2018,"210210","Brejo",99.6
2018,"210215","Brejo de Areia",96.5
2018,"210220","Buriti",98
2018,"210230","Buriti Bravo",99.9
2018,"210232","Buriticupu",99.3
2018,"210235","Buritirana",99
2018,"210237","Cachoeira Grande",98.8
2018,"210240","Cajapió",99.9
2018,"210250","Cajari",91.5
2018,"210255","Campestre do Maranhão",98.3
2018,"210260","Cândido Mendes",96.4
2018,"210270","Cantanhede",98.4
2018,"210275","Capinzal do Norte",99.3
2018,"210280","Carolina",96.7
2018,"210290","Carutapera",94.5
2018,"210300","Caxias",98.9
2018,"210310","Cedral",99.9
2018,"210312","Central do Maranhão",99.9
2018,"210315","Centro do Guilherme",98.5
2018,"210317","Centro Novo do Maranhão",98.2
2018,"210320","Chapadinha",98.1
2018,"210325","Cidelândia",99.4
2018,"210330","Codó",99.3
2018,"210340","Coelho Neto",98.6
2018,"210350","Colinas",96.6
2018,"210355","Conceição do Lago-Açu",98.2
2018,"210360","Coroatá",99.7
2018,"210370","Cururupu",94.7
2018,"210375","Davinópolis",99.9
2018,"210380","Dom Pedro",99.2
2018,"210390","Duque Bacelar",98.9
2018,"210400","Esperantinópolis",99.6
2018,"210405","Estreito",98.7
2018,"210407","Feira Nova do Maranhão",98.9
2018,"210408","Fernando Falcão",97.6
2018,"210409","Formosa da Serra Negra",97.4
2018,"210410","Fortaleza dos Nogueiras",96.4
2018,"210420","Fortuna",99.6
2018,"210430","Godofredo Viana",96.9
2018,"210440","Gonçalves Dias",92.2
2018,"210450","Governador Archer",99.2
2018,"210455","Governador Edison Lobão",99.6
2018,"210460","Governador Eugênio Barros",98.4
2018,"210462","Governador Luiz Rocha",97
2018,"210465","Governador Newton Bello",98.5
2018,"210467","Governador Nunes Freire",99.3
2018,"210470","Graça Aranha",94.5
2018,"210480","Grajaú",99.2
2018,"210490","Guimarães",98.1
2018,"210500","Humberto de Campos",95.1
2018,"210510","Icatu",96.3
2018,"210515","Igarapé do Meio",98.4
2018,"210520","Igarapé Grande",97.9
2018,"210530","Imperatriz",99.3
2018,"210535","Itaipava do Grajaú",99.2
2018,"210540","Itapecuru Mirim",98.3
2018,"210542","Itinga do Maranhão",99.6
2018,"210545","Jatobá",99.9
2018,"210547","Jenipapo dos Vieiras",99
2018,"210550","João Lisboa",99.3
2018,"210560","Joselândia",97.2
2018,"210565","Junco do Maranhão",99.1
2018,"210570","Lago da Pedra",98.2
2018,"210580","Lago do Junco",98.5
2018,"210590","Lago Verde",98.6
2018,"210592","Lagoa do Mato",99.2
2018,"210594","Lago dos Rodrigues",98.6
2018,"210596","Lagoa Grande do Maranhão",99.9
2018,"210598","Lajeado Novo",99.9
2018,"210600","Lima Campos",99
2018,"210610","Loreto",99.3
2018,"210620","Luís Domingues",94.5
2018,"210630","Magalhães de Almeida",98.6
2018,"210632","Maracaçumé",99.4
2018,"210635","Marajá do Sena",96.8
2018,"210637","Maranhãozinho",98.6
2018,"210640","Mata Roma",91.2
2018,"210650","Matinha",98.4
2018,"210660","Matões",98
2018,"210663","Matões do Norte",97.6
2018,"210667","Milagres do Maranhão",99.9
2018,"210670","Mirador",99.3
2018,"210675","Miranda do Norte",99.3
2018,"210680","Mirinzal",99.5
2018,"210690","Monção",97.9
2018,"210700","Montes Altos",98.7
2018,"210710","Morros",95.7
2018,"210720","Nina Rodrigues",96.5
2018,"210725","Nova Colinas",99.9
2018,"210730","Nova Iorque",96.7
2018,"210735","Nova Olinda do Maranhão",96.8
2018,"210740","Olho d'Água das Cunhãs",98.4
2018,"210745","Olinda Nova do Maranhão",98.8
2018,"210750","Paço do Lumiar",99.2
2018,"210760","Palmeirândia",96.8
2018,"210770","Paraibano",98.8
2018,"210780","Parnarama",99.2
2018,"210790","Passagem Franca",99.4
2018,"210800","Pastos Bons",97.5
2018,"210805","Paulino Neves",98.8
2018,"210810","Paulo Ramos",97.5
2018,"210820","Pedreiras",95.4
2018,"210825","Pedro do Rosário",94.9
2018,"210830","Penalva",94.9
2018,"210840","Peri Mirim",92.1
2018,"210845","Peritoró",98.8
2018,"210850","Pindaré-Mirim",99
2018,"210860","Pinheiro",99.7
2018,"210870","Pio XII",99.7
2018,"210880","Pirapemas",98.2
2018,"210890","Poção de Pedras",97
2018,"210900","Porto Franco",99.7
2018,"210905","Porto Rico do Maranhão",99.9
2018,"210910","Presidente Dutra",99.3
2018,"210920","Presidente Juscelino",95.2
2018,"210923","Presidente Médici",98.9
2018,"210927","Presidente Sarney",96.8
2018,"210930","Presidente Vargas",97.2
2018,"210940","Primeira Cruz",98.3
2018,"210945","Raposa",99.4
2018,"210950","Riachão",98.3
2018,"210955","Ribamar Fiquene",99
2018,"210960","Rosário",97.4
2018,"210970","Sambaíba",99.9
2018,"210975","Santa Filomena do Maranhão",98.9
2018,"210980","Santa Helena",96.2
2018,"210990","Santa Inês",99.5
2018,"211000","Santa Luzia",99.2
2018,"211003","Santa Luzia do Paruá",95.3
2018,"211010","Santa Quitéria do Maranhão",98.2
2018,"211020","Santa Rita",99.2
2018,"211023","Santana do Maranhão",97.7
2018,"211027","Santo Amaro do Maranhão",93.1
2018,"211030","Santo Antônio dos Lopes",99.5
2018,"211040","São Benedito do Rio Preto",98
2018,"211050","São Bento",98.5
2018,"211060","São Bernardo",97.2
2018,"211065","São Domingos do Azeitão",99.1
2018,"211070","São Domingos do Maranhão",96.9
2018,"211080","São Félix de Balsas",99.9
2018,"211085","São Francisco do Brejão",99.9
2018,"211090","São Francisco do Maranhão",98.3
2018,"211100","São João Batista",92.3
2018,"211102","São João do Carú",98.4
2018,"211105","São João do Paraíso",98.7
2018,"211107","São João do Soter",97.8
2018,"211110","São João dos Patos",99.4
2018,"211120","São José de Ribamar",98.6
2018,"211125","São José dos Basílios",94.5
2018,"211130","São Luís",99.1
2018,"211140","São Luís Gonzaga do Maranhão",99.2
2018,"211150","São Mateus do Maranhão",98.4
2018,"211153","São Pedro da Água Branca",99.9
2018,"211157","São Pedro dos Crentes",99.9
2018,"211160","São Raimundo das Mangabeiras",99.6
2018,"211163","São Raimundo do Doca Bezerra",99.9
2018,"211167","São Roberto",99.9
2018,"211170","São Vicente Ferrer",99.9
2018,"211172","Satubinha",98.1
2018,"211174","Senador Alexandre Costa",96.7
2018,"211176","Senador La Rocque",99.2
2018,"211178","Serrano do Maranhão",95.2
2018,"211180","Sítio Novo",99.2
2018,"211190","Sucupira do Norte",99.3
2018,"211195","Sucupira do Riachão",94.1
2018,"211200","Tasso Fragoso",99.3
2018,"211210","Timbiras",98.5
2018,"211220","Timon",95.9
2018,"211223","Trizidela do Vale",98.2
2018,"211227","Tufilândia",96.4
2018,"211230","Tuntum",99.4
2018,"211240","Turiaçu",99.4
2018,"211245","Turilândia",97.7
2018,"211250","Tutóia",97.9
2018,"211260","Urbano Santos",98.2
2018,"211270","Vargem Grande",99
2018,"211280","Viana",96.4
2018,"211285","Vila Nova dos Martírios",98.8
2018,"211290","Vitória do Mearim",93.2
2018,"211300","Vitorino Freire",99.9
2018,"211400","Zé Doca",98
2018,"220005","Acauã",99.9
2018,"220010","Agricolândia",97.7
2018,"220020","Água Branca",99.3
2018,"220025","Alagoinha do Piauí",98.8
2018,"220027","Alegrete do Piauí",98.1
2018,"220030","Alto Longá",98.7
2018,"220040","Altos",97.9
2018,"220045","Alvorada do Gurguéia",98.8
2018,"220050","Amarante",99
2018,"220060","Angical do Piauí",97.9
2018,"220070","Anísio de Abreu",99.2
2018,"220080","Antônio Almeida",99.9
2018,"220090","Aroazes",100
2018,"220095","Aroeiras do Itaim",99.9
2018,"220100","Arraial",99.9
2018,"220105","Assunção do Piauí",98.4
2018,"220110","Avelino Lopes",98.8
2018,"220115","Baixa Grande do Ribeiro",99.9
2018,"220117","Barra D'Alcântara",94.7
2018,"220120","Barras",99.6
2018,"220130","Barreiras do Piauí",94.4
2018,"220140","Barro Duro",95.3
2018,"220150","Batalha",100
2018,"220155","Bela Vista do Piauí",98.1
2018,"220157","Belém do Piauí",100
2018,"220160","Beneditinos",99.2
2018,"220170","Bertolínia",100
2018,"220173","Betânia do Piauí",99.9
2018,"220177","Boa Hora",100
2018,"220180","Bocaina",100
2018,"220190","Bom Jesus",99.6
2018,"220191","Bom Princípio do Piauí",99.9
2018,"220192","Bonfim do Piauí",100
2018,"220194","Boqueirão do Piauí",99.9
2018,"220196","Brasileira",98.9
2018,"220198","Brejo do Piauí",97.9
2018,"220200","Buriti dos Lopes",99.4
2018,"220202","Buriti dos Montes",99.9
2018,"220205","Cabeceiras do Piauí",99.1
2018,"220207","Cajazeiras do Piauí",100
2018,"220208","Cajueiro da Praia",99.9
2018,"220209","Caldeirão Grande do Piauí",99.9
2018,"220210","Campinas do Piauí",98.2
2018,"220211","Campo Alegre do Fidalgo",99.9
2018,"220213","Campo Grande do Piauí",99.9
2018,"220217","Campo Largo do Piauí",99.9
2018,"220220","Campo Maior",98.9
2018,"220225","Canavieira",99.9
2018,"220230","Canto do Buriti",99.6
2018,"220240","Capitão de Campos",99.3
2018,"220245","Capitão Gervásio Oliveira",99.9
2018,"220250","Caracol",99.4
2018,"220253","Caraúbas do Piauí",99.9
2018,"220255","Caridade do Piauí",100
2018,"220260","Castelo do Piauí",99.2
2018,"220265","Caxingó",99.9
2018,"220270","Cocal",99.3
2018,"220271","Cocal de Telha",99.9
2018,"220272","Cocal dos Alves",100
2018,"220273","Coivaras",98.2
2018,"220275","Colônia do Gurguéia",100
2018,"220277","Colônia do Piauí",99.9
2018,"220280","Conceição do Canindé",99.9
2018,"220285","Coronel José Dias",100
2018,"220290","Corrente",98.6
2018,"220300","Cristalândia do Piauí",94.3
2018,"220310","Cristino Castro",99.3
2018,"220320","Curimatá",100
2018,"220323","Currais",99.9
2018,"220325","Curralinhos",95.7
2018,"220327","Curral Novo do Piauí",99.9
2018,"220330","Demerval Lobão",98.5
2018,"220335","Dirceu Arcoverde",94
2018,"220340","Dom Expedito Lopes",97.5
2018,"220342","Domingos Mourão",99.9
2018,"220345","Dom Inocêncio",97.7
2018,"220350","Elesbão Veloso",99.9
2018,"220360","Eliseu Martins",100
2018,"220370","Esperantina",99.8
2018,"220375","Fartura do Piauí",96.4
2018,"220380","Flores do Piauí",99.9
2018,"220385","Floresta do Piauí",95.6
2018,"220390","Floriano",100
2018,"220400","Francinópolis",97.2
2018,"220410","Francisco Ayres",100
2018,"220415","Francisco Macedo",97.3
2018,"220420","Francisco Santos",97.9
2018,"220430","Fronteiras",99.2
2018,"220435","Geminiano",98.8
2018,"220440","Gilbués",99.9
2018,"220450","Guadalupe",99.4
2018,"220455","Guaribas",95.8
2018,"220460","Hugo Napoleão",95.4
2018,"220465","Ilha Grande",100
2018,"220470","Inhuma",98.8
2018,"220480","Ipiranga do Piauí",100
2018,"220490","Isaías Coelho",99.1
2018,"220500","Itainópolis",99.2
2018,"220510","Itaueira",99.1
2018,"220515","Jacobina do Piauí",99.9
2018,"220520","Jaicós",100
2018,"220525","Jardim do Mulato",100
2018,"220527","Jatobá do Piauí",98.3
2018,"220530","Jerumenha",99.9
2018,"220535","João Costa",97.8
2018,"220540","Joaquim Pires",99.9
2018,"220545","Joca Marques",100
2018,"220550","José de Freitas",98.5
2018,"220551","Juazeiro do Piauí",99.9
2018,"220552","Júlio Borges",100
2018,"220553","Jurema",98.6
2018,"220554","Lagoinha do Piauí",100
2018,"220555","Lagoa Alegre",97.6
2018,"220556","Lagoa do Barro do Piauí",99.9
2018,"220557","Lagoa de São Francisco",98.7
2018,"220558","Lagoa do Piauí",98.3
2018,"220559","Lagoa do Sítio",99.9
2018,"220560","Landri Sales",100
2018,"220570","Luís Correia",99.5
2018,"220580","Luzilândia",100
2018,"220585","Madeiro",100
2018,"220590","Manoel Emídio",98.4
2018,"220595","Marcolândia",99.2
2018,"220600","Marcos Parente",97.2
2018,"220605","Massapê do Piauí",99.9
2018,"220610","Matias Olímpio",98.9
2018,"220620","Miguel Alves",98.4
2018,"220630","Miguel Leão",94.4
2018,"220635","Milton Brandão",99.9
2018,"220640","Monsenhor Gil",100
2018,"220650","Monsenhor Hipólito",100
2018,"220660","Monte Alegre do Piauí",98.8
2018,"220665","Morro Cabeça no Tempo",99.9
2018,"220667","Morro do Chapéu do Piauí",97.9
2018,"220669","Murici dos Portelas",97.1
2018,"220670","Nazaré do Piauí",99
2018,"220672","Nazária",98.5
2018,"220675","Nossa Senhora de Nazaré",99.9
2018,"220680","Nossa Senhora dos Remédios",100
2018,"220690","Novo Oriente do Piauí",98.6
2018,"220695","Novo Santo Antônio",99.9
2018,"220700","Oeiras",99.4
2018,"220710","Olho D'Água do Piauí",94.5
2018,"220720","Padre Marcos",99.9
2018,"220730","Paes Landim",100
2018,"220735","Pajeú do Piauí",99.9
2018,"220740","Palmeira do Piauí",98.7
2018,"220750","Palmeirais",98.1
2018,"220755","Paquetá",100
2018,"220760","Parnaguá",99.9
2018,"220770","Parnaíba",99.7
2018,"220775","Passagem Franca do Piauí",99.9
2018,"220777","Patos do Piauí",99.9
2018,"220779","Pau D'Arco do Piauí",99.9
2018,"220780","Paulistana",99.7
2018,"220785","Pavussu",99.9
2018,"220790","Pedro II",98.9
2018,"220793","Pedro Laurentino",100
2018,"220795","Nova Santa Rita",96
2018,"220800","Picos",99.6
2018,"220810","Pimenteiras",97.8
2018,"220820","Pio IX",99.9
2018,"220830","Piracuruca",100
2018,"220840","Piripiri",99.8
2018,"220850","Porto",98.9
2018,"220855","Porto Alegre do Piauí",100
2018,"220860","Prata do Piauí",99.9
2018,"220865","Queimada Nova",99.9
2018,"220870","Redenção do Gurguéia",98.3
2018,"220880","Regeneração",99.3
2018,"220885","Riacho Frio",94.8
2018,"220887","Ribeira do Piauí",99.9
2018,"220890","Ribeiro Gonçalves",99.9
2018,"220900","Rio Grande do Piauí",100
2018,"220910","Santa Cruz do Piauí",100
2018,"220915","Santa Cruz dos Milagres",100
2018,"220920","Santa Filomena",98.8
2018,"220930","Santa Luz",98.9
2018,"220935","Santana do Piauí",97.8
2018,"220937","Santa Rosa do Piauí",100
2018,"220940","Santo Antônio de Lisboa",100
2018,"220945","Santo Antônio dos Milagres",100
2018,"220950","Santo Inácio do Piauí",97.6
2018,"220955","São Braz do Piauí",100
2018,"220960","São Félix do Piauí",100
2018,"220965","São Francisco de Assis do Piauí",98.7
2018,"220970","São Francisco do Piauí",99.9
2018,"220975","São Gonçalo do Gurguéia",99.9
2018,"220980","São Gonçalo do Piauí",100
2018,"220985","São João da Canabrava",100
2018,"220987","São João da Fronteira",98.8
2018,"220990","São João da Serra",99.9
2018,"220995","São João da Varjota",100
2018,"220997","São João do Arraial",100
2018,"221000","São João do Piauí",99.4
2018,"221005","São José do Divino",100
2018,"221010","São José do Peixe",100
2018,"221020","São José do Piauí",100
2018,"221030","São Julião",98.6
2018,"221035","São Lourenço do Piauí",100
2018,"221037","São Luis do Piauí",100
2018,"221038","São Miguel da Baixa Grande",99.9
2018,"221039","São Miguel do Fidalgo",97.8
2018,"221040","São Miguel do Tapuio",98.1
2018,"221050","São Pedro do Piauí",99.1
2018,"221060","São Raimundo Nonato",100
2018,"221062","Sebastião Barros",94.1
2018,"221063","Sebastião Leal",99.9
2018,"221065","Sigefredo Pacheco",98.9
2018,"221070","Simões",99.5
2018,"221080","Simplício Mendes",97.7
2018,"221090","Socorro do Piauí",97.9
2018,"221093","Sussuapara",100
2018,"221095","Tamboril do Piauí",100
2018,"221097","Tanque do Piauí",100
2018,"221100","Teresina",98.5
2018,"221110","União",99
2018,"221120","Uruçuí",99.7
2018,"221130","Valença do Piauí",98.6
2018,"221135","Várzea Branca",98.8
2018,"221140","Várzea Grande",96.9
2018,"221150","Vera Mendes",99.9
2018,"221160","Vila Nova do Piauí",100
2018,"221170","Wall Ferraz",97.4
2018,"230010","Abaiara",98.5
2018,"230015","Acarape",95.9
2018,"230020","Acaraú",98.7
2018,"230030","Acopiara",97.4
2018,"230040","Aiuaba",98.3
2018,"230050","Alcântaras",94.5
2018,"230060","Altaneira",96.8
2018,"230070","Alto Santo",99.4
2018,"230075","Amontada",99.4
2018,"230080","Antonina do Norte",96.2
2018,"230090","Apuiarés",95.8
2018,"230100","Aquiraz",96.7
2018,"230110","Aracati",97.2
2018,"230120","Aracoiaba",98
2018,"230125","Ararendá",96.3
2018,"230130","Araripe",98.3
2018,"230140","Aratuba",98.9
2018,"230150","Arneiroz",97.7
2018,"230160","Assaré",94
2018,"230170","Aurora",97.1
2018,"230180","Baixio",98.7
2018,"230185","Banabuiú",98.8
2018,"230190","Barbalha",98.7
2018,"230195","Barreira",98.8
2018,"230200","Barro",99.1
2018,"230205","Barroquinha",98.2
2018,"230210","Baturité",99.2
2018,"230220","Beberibe",96.2
2018,"230230","Bela Cruz",98.7
2018,"230240","Boa Viagem",98.9
2018,"230250","Brejo Santo",98.2
2018,"230260","Camocim",98.6
2018,"230270","Campos Sales",97.5
2018,"230280","Canindé",93
2018,"230290","Capistrano",96.9
2018,"230300","Caridade",98.8
2018,"230310","Cariré",96.9
2018,"230320","Caririaçu",96.9
2018,"230330","Cariús",97.4
2018,"230340","Carnaubal",99
2018,"230350","Cascavel",98.3
2018,"230360","Catarina",97.9
2018,"230365","Catunda",94.3
2018,"230370","Caucaia",98.4
2018,"230380","Cedro",99
2018,"230390","Chaval",98
2018,"230393","Choró",99.4
2018,"230395","Chorozinho",96.8
2018,"230400","Coreaú",96.5
2018,"230410","Crateús",98
2018,"230420","Crato",99.2
2018,"230423","Croatá",95.6
2018,"230425","Cruz",98.7
2018,"230426","Deputado Irapuan Pinheiro",99.9
2018,"230427","Ererê",70.2
2018,"230428","Eusébio",96.7
2018,"230430","Farias Brito",98.5
2018,"230435","Forquilha",97.5
2018,"230440","Fortaleza",97.5
2018,"230445","Fortim",96.3
2018,"230450","Frecheirinha",98.1
2018,"230460","General Sampaio",97.1
2018,"230465","Graça",95.3
2018,"230470","Granja",97.4
2018,"230480","Granjeiro",96.4
2018,"230490","Groaíras",98.4
2018,"230495","Guaiúba",96.4
2018,"230500","Guaraciaba do Norte",98.1
2018,"230510","Guaramiranga",99.9
2018,"230520","Hidrolândia",98.4
2018,"230523","Horizonte",98.9
2018,"230526","Ibaretama",94
2018,"230530","Ibiapina",98.4
2018,"230533","Ibicuitinga",99.9
2018,"230535","Icapuí",97.4
2018,"230540","Icó",98.7
2018,"230550","Iguatu",99.2
2018,"230560","Independência",98.7
2018,"230565","Ipaporanga",99.8
2018,"230570","Ipaumirim",97.2
2018,"230580","Ipu",98.9
2018,"230590","Ipueiras",98
2018,"230600","Iracema",98.4
2018,"230610","Irauçuba",94.3
2018,"230620","Itaiçaba",98.9
2018,"230625","Itaitinga",97.9
2018,"230630","Itapajé",99.3
2018,"230640","Itapipoca",96.7
2018,"230650","Itapiúna",89.4
2018,"230655","Itarema",98.4
2018,"230660","Itatira",97.2
2018,"230670","Jaguaretama",98.2
2018,"230680","Jaguaribara",97.4
2018,"230690","Jaguaribe",99.3
2018,"230700","Jaguaruana",94.4
2018,"230710","Jardim",97.3
2018,"230720","Jati",97.7
2018,"230725","Jijoca de Jericoacoara",98.6
2018,"230730","Juazeiro do Norte",99.7
2018,"230740","Jucás",99.1
2018,"230750","Lavras da Mangabeira",85.4
2018,"230760","Limoeiro do Norte",99
2018,"230763","Madalena",99.1
2018,"230765","Maracanaú",99.3
2018,"230770","Maranguape",98.3
2018,"230780","Marco",99.4
2018,"230790","Martinópole",95.5
2018,"230800","Massapê",95.8
2018,"230810","Mauriti",99
2018,"230820","Meruoca",95.1
2018,"230830","Milagres",95.8
2018,"230835","Milhã",99.3
2018,"230837","Miraíma",98.8
2018,"230840","Missão Velha",98.2
2018,"230850","Mombaça",96.8
2018,"230860","Monsenhor Tabosa",96.5
2018,"230870","Morada Nova",99.3
2018,"230880","Moraújo",96.3
2018,"230890","Morrinhos",98.4
2018,"230900","Mucambo",96.8
2018,"230910","Mulungu",94.1
2018,"230920","Nova Olinda",96
2018,"230930","Nova Russas",97.6
2018,"230940","Novo Oriente",97.8
2018,"230945","Ocara",96.7
2018,"230950","Orós",99.2
2018,"230960","Pacajus",98.9
2018,"230970","Pacatuba",98
2018,"230980","Pacoti",95.9
2018,"230990","Pacujá",91.8
2018,"231000","Palhano",99.1
2018,"231010","Palmácia",95.4
2018,"231020","Paracuru",99.3
2018,"231025","Paraipaba",98.5
2018,"231030","Parambu",96.7
2018,"231040","Paramoti",97.4
2018,"231050","Pedra Branca",95
2018,"231060","Penaforte",99.9
2018,"231070","Pentecoste",96.2
2018,"231080","Pereiro",96.4
2018,"231085","Pindoretama",98.8
2018,"231090","Piquet Carneiro",99.9
2018,"231095","Pires Ferreira",95.7
2018,"231100","Poranga",97.9
2018,"231110","Porteiras",98
2018,"231120","Potengi",99.9
2018,"231123","Potiretama",97.5
2018,"231126","Quiterianópolis",99.9
2018,"231130","Quixadá",98.8
2018,"231135","Quixelô",99.9
2018,"231140","Quixeramobim",98.8
2018,"231150","Quixeré",99.5
2018,"231160","Redenção",95.6
2018,"231170","Reriutaba",97.1
2018,"231180","Russas",99.2
2018,"231190","Saboeiro",91.4
2018,"231195","Salitre",96.3
2018,"231200","Santana do Acaraú",98.2
2018,"231210","Santana do Cariri",98.3
2018,"231220","Santa Quitéria",93.5
2018,"231230","São Benedito",93.8
2018,"231240","São Gonçalo do Amarante",98.7
2018,"231250","São João do Jaguaribe",99.9
2018,"231260","São Luís do Curu",98.8
2018,"231270","Senador Pompeu",94.9
2018,"231280","Senador Sá",99.9
2018,"231290","Sobral",96.7
2018,"231300","Solonópole",97.7
2018,"231310","Tabuleiro do Norte",98.1
2018,"231320","Tamboril",96.9
2018,"231325","Tarrafas",97.9
2018,"231330","Tauá",99.7
2018,"231335","Tejuçuoca",94.9
2018,"231340","Tianguá",96.6
2018,"231350","Trairi",97.9
2018,"231355","Tururu",99.2
2018,"231360","Ubajara",96.3
2018,"231370","Umari",97.7
2018,"231375","Umirim",99
2018,"231380","Uruburetama",99.2
2018,"231390","Uruoca",95.6
2018,"231395","Varjota",95.7
2018,"231400","Várzea Alegre",96.5
2018,"231410","Viçosa do Ceará",97.2
2018,"240010","Acari",100
2018,"240020","Açu",98.8
2018,"240030","Afonso Bezerra",91.5
2018,"240040","Água Nova",100
2018,"240050","Alexandria",99.4
2018,"240060","Almino Afonso",100
2018,"240070","Alto do Rodrigues",96.8
2018,"240080","Angicos",98.5
2018,"240090","Antônio Martins",98.6
2018,"240100","Apodi",99.7
2018,"240110","Areia Branca",98.2
2018,"240120","Arês",98.2
2018,"240130","Augusto Severo",98.9
2018,"240140","Baía Formosa",100
2018,"240145","Baraúna",100
2018,"240150","Barcelona",94.6
2018,"240160","Bento Fernandes",95.4
2018,"240165","Bodó",100
2018,"240170","Bom Jesus",99.3
2018,"240180","Brejinho",96.6
2018,"240185","Caiçara do Norte",98.9
2018,"240190","Caiçara do Rio do Vento",100
2018,"240200","Caicó",99.4
2018,"240210","Campo Redondo",98.4
2018,"240220","Canguaretama",100
2018,"240230","Caraúbas",98.4
2018,"240240","Carnaúba dos Dantas",97.9
2018,"240250","Carnaubais",97.8
2018,"240260","Ceará-Mirim",99.6
2018,"240270","Cerro Corá",100
2018,"240280","Coronel Ezequiel",100
2018,"240290","Coronel João Pessoa",100
2018,"240300","Cruzeta",100
2018,"240310","Currais Novos",99.6
2018,"240320","Doutor Severiano",100
2018,"240325","Parnamirim",99.8
2018,"240330","Encanto",97.8
2018,"240340","Equador",100
2018,"240350","Espírito Santo",100
2018,"240360","Extremoz",99.6
2018,"240370","Felipe Guerra",100
2018,"240375","Fernando Pedroza",83
2018,"240380","Florânia",97.8
2018,"240390","Francisco Dantas",100
2018,"240400","Frutuoso Gomes",100
2018,"240410","Galinhos",90.6
2018,"240420","Goianinha",99.4
2018,"240430","Governador Dix-Sept Rosado",99.3
2018,"240440","Grossos",99.1
2018,"240450","Guamaré",96.3
2018,"240460","Ielmo Marinho",96.9
2018,"240470","Ipanguaçu",99.2
2018,"240480","Ipueira",95.6
2018,"240485","Itajá",99.2
2018,"240490","Itaú",95.8
2018,"240500","Jaçanã",100
2018,"240510","Jandaíra",79.7
2018,"240520","Janduís",92.9
2018,"240530","Januário Cicco",95.7
2018,"240540","Japi",99
2018,"240550","Jardim de Angicos",94.9
2018,"240560","Jardim de Piranhas",98
2018,"240570","Jardim do Seridó",99.1
2018,"240580","João Câmara",98.3
2018,"240590","João Dias",92.8
2018,"240600","José da Penha",100
2018,"240610","Jucurutu",100
2018,"240615","Jundiá",100
2018,"240620","Lagoa d'Anta",98.8
2018,"240630","Lagoa de Pedras",98.3
2018,"240640","Lagoa de Velhos",94.1
2018,"240650","Lagoa Nova",95.1
2018,"240660","Lagoa Salgada",99.3
2018,"240670","Lajes",97.9
2018,"240680","Lajes Pintadas",98.8
2018,"240690","Lucrécia",100
2018,"240700","Luís Gomes",99.3
2018,"240710","Macaíba",99.7
2018,"240720","Macau",99.7
2018,"240725","Major Sales",98.4
2018,"240730","Marcelino Vieira",99.1
2018,"240740","Martins",99
2018,"240750","Maxaranguape",99.3
2018,"240760","Messias Targino",95.1
2018,"240770","Montanhas",99.4
2018,"240780","Monte Alegre",98.3
2018,"240790","Monte das Gameleiras",97.9
2018,"240800","Mossoró",99.7
2018,"240810","Natal",99.6
2018,"240820","Nísia Floresta",99.5
2018,"240830","Nova Cruz",99.6
2018,"240840","Olho-d'Água do Borges",100
2018,"240850","Ouro Branco",100
2018,"240860","Paraná",97.8
2018,"240870","Paraú",98
2018,"240880","Parazinho",98.2
2018,"240890","Parelhas",99.6
2018,"240895","Rio do Fogo",98.9
2018,"240910","Passa e Fica",99.4
2018,"240920","Passagem",96.8
2018,"240930","Patu",94.8
2018,"240933","Santa Maria",98.5
2018,"240940","Pau dos Ferros",98.8
2018,"240950","Pedra Grande",98.3
2018,"240960","Pedra Preta",94.8
